customer_id,first_name,last_name,email,phone,age,gender,country,state,city,registration_date,customer_segment,total_orders,total_spent,is_active
759,First_759,Last_759,customer_759@example.com,+1-609-567-2364,26,Other,Sweden,,City_55,2024-03-09,Bronze,2,302.83,True
760,First_760,Last_760,customer_760@example.com,+1-861-297-7097,78,Other,Germany,,City_69,2023-05-11,Bronze,3,337.28,True
761,First_761,Last_761,customer_761@example.com,+1-453-179-5425,56,M,Spain,,City_20,2022-11-16,Bronze,5,751.84,True
762,First_762,Last_762,customer_762@example.com,+1-541-896-5476,61,Other,Spain,,City_9,2025-02-15,Bronze,0,0.0,True
763,First_763,Last_763,customer_763@example.com,+1-513-702-9021,35,M,United Kingdom,,City_49,2024-06-23,Platinum,1,64.52,True
764,First_764,Last_764,customer_764@example.com,+1-249-274-6210,62,Other,Canada,,City_71,2023-10-15,Bronze,0,0.0,True
765,First_765,Last_765,customer_765@example.com,+1-209-803-9414,29,F,Netherlands,,City_71,2023-07-24,Silver,8,1516.69,True
766,First_766,Last_766,customer_766@example.com,+1-996-355-7852,27,F,Sweden,,City_95,2025-01-13,Bronze,12,3338.88,True
767,First_767,Last_767,customer_767@example.com,+1-434-412-2424,46,F,Italy,,City_65,2024-09-19,Bronze,20,4194.96,True
768,First_768,Last_768,customer_768@example.com,+1-767-604-1175,67,F,United Kingdom,,City_82,2023-06-19,Bronze,5,198.76,True
769,First_769,Last_769,customer_769@example.com,+1-327-515-1227,61,Other,Germany,,City_62,2023-05-14,Bronze,5,1532.12,True
770,First_770,Last_770,customer_770@example.com,+1-740-800-1693,63,F,Netherlands,,City_96,2025-09-14,Bronze,30,8826.3,True
771,First_771,Last_771,customer_771@example.com,+1-632-607-7211,61,Other,France,,City_23,2024-10-18,Bronze,8,1651.39,True
772,First_772,Last_772,customer_772@example.com,+1-471-318-1036,39,Other,France,,City_70,2025-02-09,Gold,8,954.31,True
773,First_773,Last_773,customer_773@example.com,+1-505-462-2755,31,F,Netherlands,,City_5,2023-07-15,Gold,8,82.84,True
774,First_774,Last_774,customer_774@example.com,+1-726-257-7729,40,M,United Kingdom,,City_56,2023-06-28,Bronze,0,0.0,True
775,First_775,Last_775,customer_775@example.com,+1-749-931-5415,18,M,Canada,,City_29,2023-01-04,Bronze,2,290.18,True
776,First_776,Last_776,customer_776@example.com,+1-403-213-4105,60,F,Germany,,City_18,2023-04-14,Bronze,2,286.39,True
777,First_777,Last_777,customer_777@example.com,+1-472-221-7899,43,F,Australia,,City_5,2024-12-29,Bronze,1,190.66,True
778,First_778,Last_778,customer_778@example.com,+1-959-963-7370,69,Other,Germany,,City_42,2022-12-19,Silver,5,791.05,True
779,First_779,Last_779,customer_779@example.com,+1-900-342-1852,68,M,Germany,,City_20,2025-02-20,Bronze,0,0.0,True
780,First_780,Last_780,customer_780@example.com,+1-356-846-9376,45,Other,United States,AZ,City_62,2023-10-29,Bronze,3,1170.61,True
781,First_781,Last_781,customer_781@example.com,+1-305-817-9230,67,M,Canada,,City_90,2024-03-02,Bronze,8,714.54,True
782,First_782,Last_782,customer_782@example.com,+1-349-536-1289,72,Other,Germany,,City_30,2024-09-07,Bronze,2,227.8,True
783,First_783,Last_783,customer_783@example.com,+1-637-759-1846,73,M,Spain,,City_53,2025-03-26,Silver,5,842.0,True
784,First_784,Last_784,customer_784@example.com,+1-417-392-8734,41,F,Australia,,City_92,2024-03-26,Bronze,2,74.95,True
785,First_785,Last_785,customer_785@example.com,+1-539-469-6920,45,M,Canada,,City_63,2025-03-06,Bronze,2,450.99,True
786,First_786,Last_786,customer_786@example.com,+1-844-860-2971,56,F,France,,City_84,2022-10-11,Bronze,3,154.68,True
787,First_787,Last_787,customer_787@example.com,+1-979-306-9741,63,F,United Kingdom,,City_10,2024-08-29,Gold,3,369.37,True
788,First_788,Last_788,customer_788@example.com,+1-773-455-6996,26,M,Spain,,City_71,2025-07-01,Silver,8,3106.4,True
789,First_789,Last_789,customer_789@example.com,+1-813-380-3112,76,F,United Kingdom,,City_62,2025-01-31,Bronze,12,2421.54,True
790,First_790,Last_790,customer_790@example.com,+1-276-269-8172,68,Other,France,,City_95,2025-05-27,Gold,3,646.79,True
791,First_791,Last_791,customer_791@example.com,+1-913-109-9401,53,F,Spain,,City_78,2023-08-04,Bronze,1,76.78,True
792,First_792,Last_792,customer_792@example.com,+1-336-376-1844,34,F,France,,City_38,2022-10-19,Silver,3,218.54,True
793,First_793,Last_793,customer_793@example.com,+1-285-822-9999,70,M,Netherlands,,City_15,2024-05-07,Bronze,2,511.83,True
794,First_794,Last_794,customer_794@example.com,+1-948-386-3895,44,Other,Canada,,City_42,2024-12-29,Platinum,3,43.26,True
795,First_795,Last_795,customer_795@example.com,+1-411-936-8244,52,Other,Sweden,,City_14,2025-08-27,Silver,5,1347.1,True
796,First_796,Last_796,customer_796@example.com,+1-690-195-9125,31,Other,Spain,,City_20,2024-03-27,Bronze,5,857.66,True
797,First_797,Last_797,customer_797@example.com,+1-603-803-4077,70,M,France,,City_73,2024-09-15,Bronze,5,388.71,True
798,First_798,Last_798,customer_798@example.com,+1-212-717-2633,45,M,Italy,,City_83,2025-05-04,Platinum,1,212.77,True
799,First_799,Last_799,customer_799@example.com,+1-546-973-2392,25,M,United States,IL,City_32,2025-08-17,Silver,2,864.55,True
800,First_800,Last_800,customer_800@example.com,+1-473-742-9906,66,Other,Italy,,City_21,2023-01-19,Bronze,3,312.13,True
801,First_801,Last_801,customer_801@example.com,+1-224-332-7998,24,Other,Canada,,City_14,2025-06-29,Silver,8,565.92,True
802,First_802,Last_802,customer_802@example.com,+1-304-388-6854,59,F,France,,City_88,2023-10-06,Bronze,8,639.37,True
803,First_803,Last_803,customer_803@example.com,+1-895-535-3461,25,F,United Kingdom,,City_6,2023-11-15,Silver,1,214.6,True
804,First_804,Last_804,customer_804@example.com,+1-928-917-2251,57,F,Australia,,City_14,2024-01-20,Bronze,3,440.3,True
805,First_805,Last_805,customer_805@example.com,+1-268-215-8003,67,Other,Germany,,City_41,2024-11-28,Bronze,2,880.55,True
806,First_806,Last_806,customer_806@example.com,+1-910-523-6463,27,M,Australia,,City_17,2024-03-07,Bronze,2,258.39,True
807,First_807,Last_807,customer_807@example.com,+1-285-694-7911,42,F,Netherlands,,City_64,2024-05-13,Silver,3,652.43,True
808,First_808,Last_808,customer_808@example.com,+1-336-212-1976,62,M,France,,City_47,2024-07-06,Bronze,30,579.58,True
809,First_809,Last_809,customer_809@example.com,+1-257-864-3257,72,M,Canada,,City_59,2023-09-20,Bronze,8,828.93,True
810,First_810,Last_810,customer_810@example.com,+1-808-991-3591,42,Other,United States,AZ,City_48,2024-12-09,Bronze,1,241.89,False
811,First_811,Last_811,customer_811@example.com,+1-961-243-9641,23,M,United Kingdom,,City_2,2024-12-13,Silver,8,586.99,True
812,First_812,Last_812,customer_812@example.com,+1-857-132-3843,48,F,Australia,,City_57,2024-01-24,Silver,5,590.94,True
813,First_813,Last_813,customer_813@example.com,+1-432-533-3569,43,F,Italy,,City_71,2025-09-06,Silver,2,472.98,True
814,First_814,Last_814,customer_814@example.com,+1-963-672-2264,51,F,Germany,,City_96,2025-03-24,Bronze,3,287.87,True
815,First_815,Last_815,customer_815@example.com,+1-311-206-2274,48,F,Spain,,City_49,2023-02-12,Bronze,8,2268.04,True
816,First_816,Last_816,customer_816@example.com,+1-811-111-6064,19,M,Canada,,City_21,2023-11-11,Silver,0,0.0,True
817,First_817,Last_817,customer_817@example.com,+1-695-146-1787,58,M,France,,City_35,2024-08-11,Bronze,3,102.66,True
818,First_818,Last_818,customer_818@example.com,+1-332-819-2595,18,F,Canada,,City_51,2024-01-05,Silver,2,309.44,True
819,First_819,Last_819,customer_819@example.com,+1-497-265-3482,24,Other,Germany,,City_4,2022-12-02,Silver,2,489.27,True
820,First_820,Last_820,customer_820@example.com,+1-935-264-9218,74,Other,United Kingdom,,City_92,2025-04-20,Bronze,1,310.25,True
821,First_821,Last_821,customer_821@example.com,+1-596-344-4421,77,F,Italy,,City_17,2022-10-23,Bronze,2,1342.88,True
822,First_822,Last_822,customer_822@example.com,+1-215-246-6071,79,M,Sweden,,City_81,2025-04-28,Platinum,0,0.0,True
823,First_823,Last_823,customer_823@example.com,+1-561-191-2165,49,M,Italy,,City_41,2025-04-03,Bronze,2,88.37,True
824,First_824,Last_824,customer_824@example.com,+1-782-599-1648,34,F,Canada,,City_98,2023-02-28,Gold,5,351.37,True
825,First_825,Last_825,customer_825@example.com,+1-582-185-7769,43,F,Sweden,,City_88,2024-02-19,Bronze,2,1064.09,True
826,First_826,Last_826,customer_826@example.com,+1-358-973-2725,74,Other,United States,WI,City_83,2024-04-08,Bronze,5,1629.85,True
827,First_827,Last_827,customer_827@example.com,+1-857-647-8616,54,F,United Kingdom,,City_29,2024-11-08,Bronze,3,161.65,True
828,First_828,Last_828,customer_828@example.com,+1-818-597-4483,64,M,Spain,,City_99,2024-09-24,Bronze,2,85.38,True
829,First_829,Last_829,customer_829@example.com,+1-781-132-7230,25,F,Italy,,City_5,2023-01-27,Silver,12,863.66,True
830,First_830,Last_830,customer_830@example.com,+1-285-245-2134,68,F,Italy,,City_28,2023-09-19,Bronze,8,900.61,True
831,First_831,Last_831,customer_831@example.com,+1-294-538-6603,37,Other,Italy,,City_54,2025-04-14,Silver,5,545.77,True
832,First_832,Last_832,customer_832@example.com,+1-647-463-7375,28,M,Australia,,City_54,2024-01-29,Bronze,3,1262.34,True
833,First_833,Last_833,customer_833@example.com,+1-954-850-6185,22,Other,Sweden,,City_79,2024-08-18,Bronze,5,2433.36,False
834,First_834,Last_834,customer_834@example.com,+1-328-749-8361,49,F,United Kingdom,,City_87,2024-11-30,Bronze,3,23.63,True
835,First_835,Last_835,customer_835@example.com,+1-414-295-1235,20,M,France,,City_54,2025-03-13,Silver,5,1266.64,True
836,First_836,Last_836,customer_836@example.com,+1-623-520-6762,19,F,Canada,,City_65,2023-09-14,Gold,1,199.6,True
837,First_837,Last_837,customer_837@example.com,+1-646-490-5669,51,F,United Kingdom,,City_23,2023-05-10,Bronze,2,452.03,True
838,First_838,Last_838,customer_838@example.com,+1-831-521-2698,58,F,Sweden,,City_13,2023-04-17,Platinum,8,460.93,True
839,First_839,Last_839,customer_839@example.com,+1-317-300-8693,58,F,Netherlands,,City_75,2025-03-08,Gold,5,2055.03,True
840,First_840,Last_840,customer_840@example.com,+1-429-619-5646,79,F,Spain,,City_83,2023-10-11,Silver,5,60.06,True
841,First_841,Last_841,customer_841@example.com,+1-959-714-6201,37,F,France,,City_1,2024-04-05,Gold,2,297.4,True
842,First_842,Last_842,customer_842@example.com,+1-639-231-7396,33,Other,Spain,,City_25,2023-05-02,Silver,2,74.47,True
843,First_843,Last_843,customer_843@example.com,+1-329-616-2939,43,F,Netherlands,,City_21,2024-10-08,Bronze,0,0.0,True
844,First_844,Last_844,customer_844@example.com,+1-356-128-9907,71,Other,Canada,,City_71,2023-07-19,Bronze,2,30.63,True
845,First_845,Last_845,customer_845@example.com,+1-427-404-4175,54,F,United States,IL,City_59,2025-04-20,Silver,5,427.34,True
846,First_846,Last_846,customer_846@example.com,+1-347-742-1379,64,F,Canada,,City_85,2024-05-14,Bronze,0,0.0,True
847,First_847,Last_847,customer_847@example.com,+1-412-500-2649,25,F,Sweden,,City_16,2025-03-01,Bronze,2,394.72,True
848,First_848,Last_848,customer_848@example.com,+1-661-927-3639,44,M,Italy,,City_81,2025-08-15,Bronze,5,745.05,True
849,First_849,Last_849,customer_849@example.com,+1-551-455-8928,75,M,Sweden,,City_81,2025-09-08,Silver,0,0.0,True
850,First_850,Last_850,customer_850@example.com,+1-223-630-9384,28,Other,Canada,,City_16,2025-09-18,Bronze,0,0.0,True
851,First_851,Last_851,customer_851@example.com,+1-329-374-5483,73,F,United Kingdom,,City_28,2024-07-13,Bronze,1,50.13,True
852,First_852,Last_852,customer_852@example.com,+1-609-297-5097,40,Other,Netherlands,,City_84,2025-03-24,Bronze,5,990.35,True
853,First_853,Last_853,customer_853@example.com,+1-939-599-8101,79,F,United Kingdom,,City_75,2024-03-02,Silver,3,235.92,True
854,First_854,Last_854,customer_854@example.com,+1-582-747-2052,56,Other,Canada,,City_41,2023-05-15,Silver,3,509.07,True
855,First_855,Last_855,customer_855@example.com,+1-743-460-7525,79,Other,Canada,,City_76,2025-07-21,Bronze,3,1867.55,True
856,First_856,Last_856,customer_856@example.com,+1-325-109-6219,45,M,Australia,,City_32,2023-12-08,Bronze,5,739.03,True
857,First_857,Last_857,customer_857@example.com,+1-739-322-2686,31,F,Sweden,,City_42,2023-11-25,Gold,3,458.5,True
858,First_858,Last_858,customer_858@example.com,+1-705-610-1766,54,Other,Spain,,City_88,2025-04-28,Silver,2,258.94,True
859,First_859,Last_859,customer_859@example.com,+1-789-104-8565,25,M,Italy,,City_22,2023-05-20,Silver,3,59.3,True
860,First_860,Last_860,customer_860@example.com,+1-681-197-7800,20,Other,Netherlands,,City_6,2023-06-27,Bronze,0,0.0,True
861,First_861,Last_861,customer_861@example.com,+1-913-565-9082,38,F,Spain,,City_11,2024-03-15,Silver,2,520.8,True
862,First_862,Last_862,customer_862@example.com,+1-210-242-2722,71,F,Sweden,,City_14,2025-01-23,Bronze,0,0.0,True
863,First_863,Last_863,customer_863@example.com,+1-205-804-1860,32,M,United Kingdom,,City_25,2023-04-20,Silver,8,3783.02,True
864,First_864,Last_864,customer_864@example.com,+1-915-274-3257,25,M,Canada,,City_10,2025-07-02,Bronze,5,2161.12,True
865,First_865,Last_865,customer_865@example.com,+1-446-691-8830,26,F,Germany,,City_97,2025-01-26,Silver,8,2397.13,True
866,First_866,Last_866,customer_866@example.com,+1-448-775-4373,38,Other,Italy,,City_29,2024-03-03,Bronze,5,1683.42,True
867,First_867,Last_867,customer_867@example.com,+1-548-313-9644,80,F,United States,OH,City_2,2025-04-28,Silver,3,457.9,True
868,First_868,Last_868,customer_868@example.com,+1-835-625-4326,66,F,Italy,,City_84,2023-12-27,Bronze,3,434.35,True
869,First_869,Last_869,customer_869@example.com,+1-672-997-2755,22,F,Spain,,City_22,2024-09-09,Silver,20,4788.02,True
870,First_870,Last_870,customer_870@example.com,+1-763-186-6806,19,F,Germany,,City_35,2024-05-24,Bronze,5,896.1,True
871,First_871,Last_871,customer_871@example.com,+1-591-849-7923,43,Other,Spain,,City_66,2024-11-24,Bronze,2,294.02,True
872,First_872,Last_872,customer_872@example.com,+1-861-354-2819,43,M,Sweden,,City_36,2024-09-06,Silver,3,514.19,True
873,First_873,Last_873,customer_873@example.com,+1-916-833-7628,75,M,Sweden,,City_35,2025-06-12,Bronze,3,343.29,True
874,First_874,Last_874,customer_874@example.com,+1-810-394-1050,32,Other,Canada,,City_64,2025-03-05,Bronze,5,695.3,True
875,First_875,Last_875,customer_875@example.com,+1-897-171-3730,76,Other,Sweden,,City_62,2022-12-03,Silver,8,2525.38,True
876,First_876,Last_876,customer_876@example.com,+1-895-878-1159,27,M,Italy,,City_55,2023-03-11,Bronze,1,110.59,True
877,First_877,Last_877,customer_877@example.com,+1-217-680-5762,55,M,Italy,,City_32,2023-02-01,Bronze,0,0.0,True
878,First_878,Last_878,customer_878@example.com,+1-952-459-9940,50,M,Germany,,City_100,2022-10-19,Bronze,2,723.4,True
879,First_879,Last_879,customer_879@example.com,+1-879-977-8935,34,F,Italy,,City_2,2023-01-06,Gold,2,268.36,True
880,First_880,Last_880,customer_880@example.com,+1-450-691-8056,64,Other,United States,IL,City_53,2022-10-31,Gold,5,353.36,True
881,First_881,Last_881,customer_881@example.com,+1-539-500-7836,30,F,United Kingdom,,City_36,2025-03-30,Gold,5,555.4,True
882,First_882,Last_882,customer_882@example.com,+1-780-911-6685,37,M,United States,MD,City_67,2024-03-12,Silver,8,514.63,True
883,First_883,Last_883,customer_883@example.com,+1-366-410-8976,49,Other,Germany,,City_60,2025-09-11,Silver,3,357.58,True
884,First_884,Last_884,customer_884@example.com,+1-560-776-1010,18,F,United States,OH,City_37,2024-02-03,Gold,1,194.7,True
885,First_885,Last_885,customer_885@example.com,+1-642-699-2322,74,F,Netherlands,,City_86,2023-10-12,Platinum,3,213.03,True
886,First_886,Last_886,customer_886@example.com,+1-518-277-8140,48,F,France,,City_87,2025-07-25,Silver,2,219.5,True
887,First_887,Last_887,customer_887@example.com,+1-512-187-5871,69,Other,Germany,,City_88,2023-12-08,Silver,2,329.1,True
888,First_888,Last_888,customer_888@example.com,+1-901-829-6858,52,M,Spain,,City_56,2023-02-27,Bronze,3,963.02,True
889,First_889,Last_889,customer_889@example.com,+1-509-905-4975,47,F,Spain,,City_60,2023-05-07,Bronze,3,1152.16,True
890,First_890,Last_890,customer_890@example.com,+1-602-228-7601,26,Other,Netherlands,,City_73,2023-08-26,Gold,0,0.0,True
891,First_891,Last_891,customer_891@example.com,+1-779-593-6428,69,Other,Italy,,City_7,2023-02-24,Bronze,2,498.69,True
892,First_892,Last_892,customer_892@example.com,+1-707-239-4662,65,Other,Netherlands,,City_95,2025-01-23,Silver,5,1038.29,True
893,First_893,Last_893,customer_893@example.com,+1-696-738-4288,37,Other,Canada,,City_93,2024-11-16,Platinum,0,0.0,True
894,First_894,Last_894,customer_894@example.com,+1-654-500-1911,27,Other,United Kingdom,,City_67,2025-09-28,Bronze,1,188.22,True
895,First_895,Last_895,customer_895@example.com,+1-873-731-3018,43,F,Germany,,City_31,2024-01-23,Gold,3,1449.56,True
896,First_896,Last_896,customer_896@example.com,+1-496-783-2638,29,M,France,,City_22,2025-08-15,Silver,5,449.73,True
897,First_897,Last_897,customer_897@example.com,+1-351-128-5643,41,Other,Canada,,City_51,2022-12-24,Bronze,5,920.01,True
898,First_898,Last_898,customer_898@example.com,+1-563-242-8666,18,Other,Canada,,City_5,2023-07-24,Silver,8,2121.96,True
899,First_899,Last_899,customer_899@example.com,+1-737-499-9405,35,M,Germany,,City_46,2023-03-05,Silver,8,746.6,True
900,First_900,Last_900,customer_900@example.com,+1-874-410-7454,40,Other,Sweden,,City_44,2024-11-22,Bronze,8,561.09,True
901,First_901,Last_901,customer_901@example.com,+1-465-232-6309,42,F,Sweden,,City_85,2023-01-12,Bronze,5,1016.25,True
902,First_902,Last_902,customer_902@example.com,+1-308-611-8805,55,Other,Spain,,City_9,2023-10-17,Bronze,8,612.07,True
903,First_903,Last_903,customer_903@example.com,+1-630-165-2014,80,Other,France,,City_14,2024-06-11,Gold,1,678.67,True
904,First_904,Last_904,customer_904@example.com,+1-528-210-8364,20,Other,United Kingdom,,City_57,2025-02-06,Silver,3,1567.49,True
905,First_905,Last_905,customer_905@example.com,+1-741-928-4150,30,F,Italy,,City_57,2024-08-15,Silver,1,368.22,True
906,First_906,Last_906,customer_906@example.com,+1-781-659-2179,58,Other,United Kingdom,,City_27,2025-08-10,Bronze,1,9.67,True
907,First_907,Last_907,customer_907@example.com,+1-341-920-2100,49,M,France,,City_74,2022-10-13,Gold,3,426.63,True
908,First_908,Last_908,customer_908@example.com,+1-252-715-9856,73,M,Sweden,,City_11,2023-08-20,Bronze,3,169.73,True
909,First_909,Last_909,customer_909@example.com,+1-361-394-2225,70,F,Canada,,City_50,2024-06-27,Silver,0,0.0,True
910,First_910,Last_910,customer_910@example.com,+1-796-582-5309,72,Other,Sweden,,City_65,2024-05-22,Bronze,3,667.36,True
911,First_911,Last_911,customer_911@example.com,+1-951-437-2021,39,F,Canada,,City_26,2025-07-24,Bronze,5,349.42,True
912,First_912,Last_912,customer_912@example.com,+1-626-712-2320,69,Other,Sweden,,City_90,2025-05-02,Gold,8,1107.42,True
913,First_913,Last_913,customer_913@example.com,+1-719-330-6738,78,M,Canada,,City_93,2023-01-22,Bronze,0,0.0,True
914,First_914,Last_914,customer_914@example.com,+1-898-800-1296,68,M,United States,NY,City_4,2024-01-16,Silver,8,1731.65,True
915,First_915,Last_915,customer_915@example.com,+1-830-476-6763,42,F,Germany,,City_56,2025-06-14,Silver,3,185.32,True
916,First_916,Last_916,customer_916@example.com,+1-622-865-9785,76,M,France,,City_30,2023-04-18,Bronze,0,0.0,True
917,First_917,Last_917,customer_917@example.com,+1-450-399-3125,73,Other,France,,City_8,2025-08-29,Bronze,1,139.78,True
918,First_918,Last_918,customer_918@example.com,+1-565-979-4609,60,M,United Kingdom,,City_10,2023-01-22,Bronze,3,593.01,True
919,First_919,Last_919,customer_919@example.com,+1-554-520-8966,78,F,Netherlands,,City_38,2024-01-18,Gold,1,220.12,True
920,First_920,Last_920,customer_920@example.com,+1-345-136-4851,76,M,Netherlands,,City_30,2024-08-08,Bronze,3,192.77,True
921,First_921,Last_921,customer_921@example.com,+1-261-385-7290,78,M,United States,TN,City_5,2023-03-14,Bronze,3,368.29,True
922,First_922,Last_922,customer_922@example.com,+1-232-654-6698,42,F,United States,GA,City_27,2023-08-07,Bronze,5,1078.04,True
923,First_923,Last_923,customer_923@example.com,+1-953-870-1935,77,F,Sweden,,City_28,2023-11-10,Silver,2,337.97,True
924,First_924,Last_924,customer_924@example.com,+1-366-490-8656,78,Other,Canada,,City_69,2023-07-27,Bronze,3,703.21,True
925,First_925,Last_925,customer_925@example.com,+1-455-889-9893,26,M,Canada,,City_88,2024-05-29,Platinum,0,0.0,True
926,First_926,Last_926,customer_926@example.com,+1-212-227-6028,20,Other,Canada,,City_47,2023-07-13,Bronze,2,576.27,True
927,First_927,Last_927,customer_927@example.com,+1-691-753-4569,71,F,Germany,,City_57,2023-12-11,Bronze,2,370.13,True
928,First_928,Last_928,customer_928@example.com,+1-465-989-9108,35,Other,Netherlands,,City_41,2025-04-19,Platinum,2,217.37,True
929,First_929,Last_929,customer_929@example.com,+1-524-142-4734,27,Other,United States,GA,City_15,2024-10-06,Silver,1,203.13,True
930,First_930,Last_930,customer_930@example.com,+1-654-215-9372,80,F,United States,VA,City_70,2024-04-16,Silver,3,419.41,True
931,First_931,Last_931,customer_931@example.com,+1-543-517-7139,38,Other,Australia,,City_88,2024-08-07,Bronze,3,395.05,True
932,First_932,Last_932,customer_932@example.com,+1-723-832-9326,57,M,Germany,,City_48,2024-02-04,Bronze,12,3099.97,True
933,First_933,Last_933,customer_933@example.com,+1-280-179-4679,78,M,Spain,,City_75,2023-10-25,Bronze,5,755.8,True
934,First_934,Last_934,customer_934@example.com,+1-524-375-4195,52,Other,United Kingdom,,City_68,2023-05-26,Silver,3,878.15,True
935,First_935,Last_935,customer_935@example.com,+1-318-809-4949,76,M,Australia,,City_32,2024-02-06,Silver,20,1996.86,True
936,First_936,Last_936,customer_936@example.com,+1-659-905-7862,41,M,Australia,,City_72,2023-06-12,Silver,12,3460.25,True
937,First_937,Last_937,customer_937@example.com,+1-493-449-6142,77,Other,France,,City_100,2025-01-15,Gold,5,1489.15,True
938,First_938,Last_938,customer_938@example.com,+1-664-115-3732,44,Other,Germany,,City_74,2023-06-15,Bronze,8,713.74,True
939,First_939,Last_939,customer_939@example.com,+1-727-987-9672,66,Other,Italy,,City_96,2024-04-07,Bronze,8,632.49,True
940,First_940,Last_940,customer_940@example.com,+1-544-705-2765,40,M,Spain,,City_90,2023-05-18,Silver,5,314.85,True
941,First_941,Last_941,customer_941@example.com,+1-975-588-3205,22,Other,Australia,,City_58,2025-06-28,Gold,3,1099.83,True
942,First_942,Last_942,customer_942@example.com,+1-720-839-5576,23,M,United States,MD,City_76,2022-11-20,Bronze,3,451.58,True
943,First_943,Last_943,customer_943@example.com,+1-636-392-6288,32,F,Italy,,City_44,2025-03-14,Bronze,3,635.98,True
944,First_944,Last_944,customer_944@example.com,+1-491-269-2942,79,M,United States,OH,City_56,2024-09-28,Silver,3,787.22,True
945,First_945,Last_945,customer_945@example.com,+1-437-782-5565,46,M,Germany,,City_37,2023-01-06,Gold,2,513.09,True
946,First_946,Last_946,customer_946@example.com,+1-752-650-4197,53,Other,Germany,,City_4,2024-08-01,Silver,0,0.0,True
947,First_947,Last_947,customer_947@example.com,+1-322-555-8082,31,F,Sweden,,City_55,2023-09-03,Silver,3,179.03,True
948,First_948,Last_948,customer_948@example.com,+1-427-844-2218,73,M,Canada,,City_94,2025-04-04,Silver,20,9024.12,True
949,First_949,Last_949,customer_949@example.com,+1-239-543-2645,39,F,Italy,,City_81,2022-11-25,Silver,5,232.68,True
950,First_950,Last_950,customer_950@example.com,+1-425-789-4205,38,M,Netherlands,,City_85,2022-10-27,Gold,3,314.19,True
951,First_951,Last_951,customer_951@example.com,+1-940-867-4509,49,M,Italy,,City_37,2024-11-22,Bronze,3,156.34,True
952,First_952,Last_952,customer_952@example.com,+1-797-340-6713,53,Other,France,,City_91,2022-12-29,Bronze,2,220.69,True
953,First_953,Last_953,customer_953@example.com,+1-756-592-5840,74,F,France,,City_38,2024-09-25,Silver,3,815.88,True
954,First_954,Last_954,customer_954@example.com,+1-526-776-2860,79,F,Spain,,City_58,2025-02-10,Bronze,5,309.27,True
955,First_955,Last_955,customer_955@example.com,+1-420-971-7701,63,M,Italy,,City_63,2023-07-06,Silver,5,131.62,True
956,First_956,Last_956,customer_956@example.com,+1-474-597-4587,34,Other,Australia,,City_53,2023-12-07,Bronze,2,315.51,True
957,First_957,Last_957,customer_957@example.com,+1-828-725-6401,37,F,Spain,,City_29,2025-06-27,Silver,1,91.84,True
958,First_958,Last_958,customer_958@example.com,+1-264-770-1806,78,Other,United States,WA,City_12,2025-08-19,Silver,2,281.72,True
959,First_959,Last_959,customer_959@example.com,+1-582-439-7773,52,M,Germany,,City_69,2023-09-18,Bronze,5,596.65,True
960,First_960,Last_960,customer_960@example.com,+1-360-389-5939,78,M,United States,CA,City_97,2024-05-07,Gold,1,157.47,True
961,First_961,Last_961,customer_961@example.com,+1-286-178-2210,35,Other,United Kingdom,,City_49,2025-07-21,Silver,1,366.42,True
962,First_962,Last_962,customer_962@example.com,+1-802-911-7408,19,M,Netherlands,,City_78,2023-06-01,Gold,0,0.0,True
963,First_963,Last_963,customer_963@example.com,+1-871-690-8723,68,F,Spain,,City_66,2023-12-29,Silver,2,363.71,True
964,First_964,Last_964,customer_964@example.com,+1-591-117-9143,23,M,Spain,,City_72,2023-05-03,Bronze,2,657.6,True
965,First_965,Last_965,customer_965@example.com,+1-578-588-2785,66,Other,United Kingdom,,City_58,2023-08-27,Bronze,20,3145.0,True
966,First_966,Last_966,customer_966@example.com,+1-684-635-4808,27,Other,United Kingdom,,City_13,2023-11-18,Silver,1,50.3,True
967,First_967,Last_967,customer_967@example.com,+1-616-992-1091,34,F,Canada,,City_95,2022-12-23,Bronze,1,129.92,True
968,First_968,Last_968,customer_968@example.com,+1-694-626-2334,66,Other,Italy,,City_70,2024-07-27,Bronze,20,2028.36,True
969,First_969,Last_969,customer_969@example.com,+1-239-534-9113,62,M,Spain,,City_17,2023-05-11,Silver,1,173.03,True
970,First_970,Last_970,customer_970@example.com,+1-892-377-9560,49,M,Netherlands,,City_54,2022-10-20,Bronze,2,344.34,True
971,First_971,Last_971,customer_971@example.com,+1-580-631-5116,54,Other,Germany,,City_19,2023-08-29,Bronze,5,2249.22,True
972,First_972,Last_972,customer_972@example.com,+1-353-581-2098,77,F,Germany,,City_22,2024-07-24,Silver,8,111.52,True
973,First_973,Last_973,customer_973@example.com,+1-679-708-3563,37,Other,France,,City_26,2025-09-17,Silver,3,399.72,True
974,First_974,Last_974,customer_974@example.com,+1-576-739-7607,40,Other,United States,OH,City_36,2024-06-23,Bronze,12,2021.22,True
975,First_975,Last_975,customer_975@example.com,+1-734-701-7274,22,Other,Germany,,City_14,2024-08-10,Silver,2,220.6,True
976,First_976,Last_976,customer_976@example.com,+1-829-250-3348,79,Other,Sweden,,City_86,2024-03-10,Gold,1,95.16,True
977,First_977,Last_977,customer_977@example.com,+1-978-220-4944,38,M,United States,IL,City_66,2025-09-28,Gold,2,374.66,True
