address_id,customer_id,address_type,street_address,city,state,postal_code,country,is_default
888,291,shipping,7323 Pine Rd,City_48,,29630,Canada,False
889,1059,billing,2373 Elm St,City_29,CA,59354,United States,True
890,211,shipping,9011 Oak Ave,City_92,,24805,Germany,True
891,1333,shipping,123 Pine Rd,City_95,,15643,Netherlands,False
892,899,shipping,5228 Main St,City_46,,41751,Germany,True
893,513,shipping,9614 Maple Dr,City_45,,61402,Canada,False
894,1055,shipping,2951 Elm St,City_7,,48109,Italy,False
895,490,shipping,8052 Main St,City_23,,72250,Australia,True
896,321,shipping,6191 Oak Ave,City_44,,19470,Italy,True
897,240,shipping,7947 Pine Rd,City_27,,30081,Canada,False
898,1175,shipping,9334 Main St,City_17,,86568,Sweden,False
899,50,billing,5821 Maple Dr,City_10,,49909,France,True
900,438,shipping,251 Pine Rd,City_18,,52303,Netherlands,True
901,581,shipping,7124 Pine Rd,City_31,,49463,Germany,False
902,1326,shipping,2401 Maple Dr,City_8,,29239,Australia,True
903,1243,shipping,8222 Maple Dr,City_71,,60738,Spain,False
904,823,shipping,1770 Maple Dr,City_41,,68203,Italy,False
905,135,billing,7182 Pine Rd,City_11,,90330,Canada,False
906,1312,shipping,208 Main St,City_27,,64466,Italy,True
907,1470,shipping,530 Oak Ave,City_30,,25056,United Kingdom,True
908,875,shipping,7613 Elm St,City_62,,51546,Sweden,True
909,1179,billing,6732 Oak Ave,City_12,,58161,Netherlands,False
910,218,billing,4205 Pine Rd,City_26,,49479,Sweden,False
911,1480,shipping,473 Elm St,City_23,,66946,Canada,False
912,1126,shipping,8650 Maple Dr,City_88,,85682,Canada,True
913,733,shipping,6086 Maple Dr,City_55,,41607,Sweden,False
914,241,shipping,8047 Pine Rd,City_10,,99230,Sweden,False
915,386,shipping,5037 Oak Ave,City_63,,51827,Australia,False
916,770,shipping,8147 Pine Rd,City_96,,29010,Netherlands,True
917,1178,shipping,3146 Elm St,City_44,,37983,Australia,False
918,535,shipping,1740 Pine Rd,City_34,,52211,Italy,True
919,809,shipping,4002 Oak Ave,City_59,,91700,Canada,True
920,1463,shipping,555 Pine Rd,City_12,,23183,Canada,True
921,110,shipping,9383 Pine Rd,City_12,,38785,Australia,True
922,18,shipping,7921 Main St,City_25,,76926,France,True
923,798,shipping,9940 Main St,City_83,,41944,Italy,False
924,1277,shipping,4413 Maple Dr,City_99,,16658,Canada,False
925,1141,shipping,3812 Main St,City_99,,42390,Sweden,True
926,768,billing,584 Pine Rd,City_82,,72030,United Kingdom,True
927,1101,billing,7384 Oak Ave,City_50,,21631,Sweden,True
928,593,billing,6764 Elm St,City_16,,64072,Italy,False
929,1334,billing,8239 Elm St,City_92,,57041,Spain,True
930,1141,shipping,429 Main St,City_99,,59362,Sweden,False
931,461,shipping,3096 Main St,City_62,IL,98005,United States,True
932,956,shipping,9515 Pine Rd,City_53,,30662,Australia,True
933,1289,shipping,4631 Main St,City_53,,56447,Australia,True
934,990,shipping,6103 Main St,City_46,,53600,Italy,False
935,116,shipping,8522 Oak Ave,City_14,MA,30527,United States,True
936,1353,billing,1184 Maple Dr,City_80,,18776,Germany,True
937,111,billing,113 Maple Dr,City_66,,18928,United Kingdom,False
938,408,shipping,1385 Elm St,City_46,WA,71582,United States,False
939,1246,shipping,8619 Oak Ave,City_3,,73894,Germany,True
940,606,billing,1895 Elm St,City_21,,87427,France,True
941,336,shipping,5399 Maple Dr,City_67,,67360,Germany,False
942,712,shipping,2533 Main St,City_9,,69045,Italy,True
943,884,billing,4635 Pine Rd,City_37,OH,50710,United States,True
944,842,billing,5898 Elm St,City_25,,47482,Spain,True
945,302,billing,7886 Pine Rd,City_7,,88644,Spain,True
946,995,shipping,8732 Main St,City_6,,38267,Canada,True
947,861,shipping,1908 Maple Dr,City_11,,11851,Spain,False
948,343,billing,5998 Pine Rd,City_21,TN,75800,United States,True
949,717,shipping,7331 Oak Ave,City_63,TX,52563,United States,True
950,1392,shipping,7327 Main St,City_88,,49924,Germany,False
951,1361,billing,1374 Oak Ave,City_59,,24105,United Kingdom,True
952,306,shipping,6089 Oak Ave,City_97,,75318,Australia,True
953,704,billing,4298 Pine Rd,City_3,,66597,Germany,True
954,1402,shipping,3458 Main St,City_37,,93045,United Kingdom,True
955,920,shipping,8654 Oak Ave,City_30,,65351,Netherlands,True
956,1420,shipping,9615 Pine Rd,City_29,,69099,Italy,True
957,1424,shipping,6642 Oak Ave,City_73,,35569,Netherlands,True
958,1221,billing,549 Maple Dr,City_31,,55716,Australia,True
959,643,shipping,9940 Main St,City_45,,99018,Netherlands,False
960,514,billing,2558 Elm St,City_36,,66773,France,True
961,26,shipping,2479 Pine Rd,City_15,,21060,Canada,True
962,1173,billing,7766 Pine Rd,City_34,MI,33754,United States,True
963,75,shipping,5380 Maple Dr,City_65,,38291,Germany,False
964,337,billing,3556 Oak Ave,City_28,,91671,Canada,True
965,1403,shipping,3274 Pine Rd,City_61,,13774,Netherlands,False
966,581,billing,8773 Main St,City_31,,45089,Germany,False
967,582,shipping,3750 Elm St,City_43,,29026,Australia,False
968,1436,shipping,4370 Maple Dr,City_4,,23907,France,True
969,408,shipping,7845 Maple Dr,City_46,WA,51196,United States,True
970,1282,shipping,4762 Oak Ave,City_62,,76639,United Kingdom,True
971,560,billing,6394 Maple Dr,City_59,,51575,Canada,True
972,1187,shipping,1078 Elm St,City_86,,97216,Canada,False
973,997,shipping,6534 Maple Dr,City_99,,29484,Canada,True
974,65,billing,2634 Maple Dr,City_35,,16552,Spain,False
975,1124,shipping,1960 Elm St,City_53,AZ,25924,United States,True
976,1002,shipping,1775 Main St,City_77,,23298,Sweden,True
977,168,shipping,4747 Elm St,City_5,,81322,Canada,False
978,1485,billing,7692 Oak Ave,City_40,,72398,Italy,True
979,792,shipping,2223 Main St,City_38,,70678,France,False
980,182,shipping,8186 Oak Ave,City_30,,84069,Canada,False
981,157,billing,921 Main St,City_39,,64557,Sweden,False
982,714,billing,6930 Oak Ave,City_49,,85873,Germany,True
983,246,billing,849 Elm St,City_64,,72744,Germany,True
984,952,shipping,8123 Elm St,City_91,,74245,France,False
985,472,billing,1087 Elm St,City_11,,60427,Netherlands,False
986,674,shipping,4367 Maple Dr,City_26,,54339,France,False
987,1065,billing,8579 Maple Dr,City_84,,95627,Spain,True
988,479,shipping,5113 Pine Rd,City_56,,97261,Canada,True
989,437,shipping,4466 Maple Dr,City_43,,76464,Sweden,True
990,3,shipping,5801 Oak Ave,City_44,,75807,Spain,True
991,1370,billing,4800 Pine Rd,City_26,,23962,Netherlands,True
992,120,shipping,2909 Elm St,City_20,,64464,Germany,True
993,594,billing,3890 Main St,City_54,,54966,France,True
994,1289,shipping,4422 Main St,City_53,,71102,Australia,False
995,1122,billing,2991 Main St,City_38,,20308,United Kingdom,True
996,1023,billing,1791 Maple Dr,City_54,,64048,Spain,True
997,253,shipping,6404 Oak Ave,City_82,,49088,Australia,True
998,145,billing,5586 Elm St,City_20,,87312,Netherlands,True
999,494,shipping,22 Pine Rd,City_56,,58138,Australia,False
1000,961,shipping,9087 Oak Ave,City_49,,66925,United Kingdom,False
1001,81,shipping,2894 Pine Rd,City_39,,33957,Sweden,True
1002,652,shipping,8692 Maple Dr,City_8,,93709,Canada,True
1003,566,billing,5438 Oak Ave,City_26,,55774,Italy,True
1004,1060,shipping,2982 Elm St,City_92,,33056,Australia,True
1005,77,billing,6603 Main St,City_70,,76420,Italy,True
1006,679,shipping,4211 Main St,City_49,IL,81907,United States,True
1007,847,billing,8217 Elm St,City_16,,43906,Sweden,True
1008,616,shipping,5106 Elm St,City_81,,25309,Spain,False
1009,474,shipping,6153 Oak Ave,City_22,,71892,Italy,True
1010,1100,shipping,3951 Oak Ave,City_2,,14336,Germany,True
1011,1323,shipping,3657 Elm St,City_63,AZ,82574,United States,False
1012,1205,billing,7694 Pine Rd,City_9,,80728,Italy,True
1013,682,billing,3182 Oak Ave,City_66,,93230,Germany,False
1014,365,shipping,5228 Maple Dr,City_77,,92573,Canada,True
1015,733,shipping,7098 Oak Ave,City_55,,83205,Sweden,True
1016,402,shipping,8456 Pine Rd,City_8,,61285,Germany,True
1017,1334,shipping,1160 Elm St,City_92,,90060,Spain,True
1018,1402,shipping,5356 Pine Rd,City_37,,67099,United Kingdom,True
1019,913,billing,7021 Main St,City_93,,97940,Canada,True
1020,678,shipping,1908 Main St,City_29,,48049,Germany,True
1021,1241,billing,5250 Maple Dr,City_18,,44049,Spain,True
1022,342,shipping,9705 Maple Dr,City_56,,37417,Spain,True
1023,537,billing,5552 Elm St,City_61,,22116,Canada,True
1024,469,shipping,5901 Oak Ave,City_15,,76556,Canada,False
1025,1454,billing,9672 Maple Dr,City_98,,45427,Germany,True
1026,166,billing,4426 Elm St,City_53,,70898,Germany,False
1027,1079,shipping,7420 Oak Ave,City_100,,76993,France,True
1028,118,billing,8152 Elm St,City_85,,19640,Sweden,True
1029,1354,billing,4669 Elm St,City_100,,43628,Italy,True
1030,415,shipping,8878 Main St,City_28,,72180,United Kingdom,True
1031,66,shipping,8602 Pine Rd,City_74,,68985,Canada,False
1032,429,shipping,5956 Oak Ave,City_84,,24995,Sweden,True
1033,438,billing,567 Main St,City_18,,24533,Netherlands,False
1034,1204,shipping,2767 Maple Dr,City_5,,52729,Italy,True
1035,1462,shipping,5221 Oak Ave,City_60,,20984,Germany,False
1036,1085,billing,2248 Main St,City_96,,57798,Netherlands,True
1037,18,shipping,6925 Oak Ave,City_25,,34675,France,True
1038,165,shipping,7750 Maple Dr,City_29,,97855,Netherlands,True
1039,1470,shipping,6884 Maple Dr,City_30,,15901,United Kingdom,True
1040,465,shipping,6152 Maple Dr,City_12,,94331,France,True
1041,1054,billing,3752 Oak Ave,City_30,,71272,Italy,True
1042,165,shipping,3871 Elm St,City_29,,39794,Netherlands,False
1043,664,billing,8566 Elm St,City_53,,54459,Spain,False
1044,446,billing,3549 Elm St,City_60,,42873,Canada,True
1045,971,shipping,9371 Main St,City_19,,55198,Germany,True
1046,301,shipping,1223 Maple Dr,City_75,,15278,Sweden,False
1047,382,shipping,7770 Main St,City_41,,34473,Italy,False
1048,608,shipping,4502 Main St,City_77,,48681,Sweden,False
1049,1442,shipping,955 Maple Dr,City_4,,96153,France,True
1050,834,billing,7173 Oak Ave,City_87,,53229,United Kingdom,False
1051,1312,shipping,253 Elm St,City_27,,86185,Italy,True
1052,930,shipping,7721 Elm St,City_70,VA,77643,United States,True
1053,1397,shipping,4232 Maple Dr,City_88,,29920,Sweden,True
1054,1140,shipping,9447 Oak Ave,City_85,,42356,Germany,True
1055,273,billing,6244 Maple Dr,City_33,,51836,Australia,True
1056,382,shipping,83 Oak Ave,City_41,,33214,Italy,False
1057,719,shipping,7263 Elm St,City_35,,45972,France,True
1058,1341,shipping,8155 Pine Rd,City_12,,90776,United Kingdom,True
1059,685,shipping,7760 Pine Rd,City_18,,26733,United Kingdom,False
1060,213,shipping,2002 Oak Ave,City_97,,81529,Spain,False
1061,658,shipping,3904 Elm St,City_98,,13071,Italy,True
1062,1428,shipping,6430 Maple Dr,City_26,,64632,Sweden,True
1063,915,shipping,3738 Maple Dr,City_56,,18498,Germany,True
1064,594,shipping,3094 Maple Dr,City_54,,44457,France,True
1065,993,billing,3780 Oak Ave,City_90,NJ,26717,United States,True
1066,357,shipping,1445 Elm St,City_66,,38536,United Kingdom,False
1067,1391,shipping,1706 Main St,City_17,,70101,Germany,True
1068,779,billing,5541 Main St,City_20,,32866,Germany,False
1069,1371,shipping,8492 Main St,City_57,,55785,Italy,False
1070,538,shipping,7094 Main St,City_87,IL,93485,United States,True
1071,131,shipping,8417 Main St,City_9,,92041,Australia,True
1072,836,shipping,5750 Pine Rd,City_65,,32534,Canada,True
1073,744,shipping,9922 Oak Ave,City_77,,89984,Germany,False
1074,594,billing,872 Main St,City_54,,73644,France,True
1075,638,billing,9449 Oak Ave,City_12,,54389,United Kingdom,False
1076,1213,shipping,1606 Elm St,City_32,,69393,Australia,True
1077,55,shipping,8371 Oak Ave,City_63,,14153,Spain,True
1078,1253,shipping,3928 Pine Rd,City_71,,83333,Spain,False
1079,543,shipping,7386 Maple Dr,City_97,,64894,Sweden,False
1080,1096,shipping,197 Oak Ave,City_47,,34429,Italy,True
1081,1460,shipping,50 Main St,City_70,,73804,Canada,True
1082,1494,shipping,1358 Pine Rd,City_46,,90317,Italy,False
1083,840,shipping,5279 Pine Rd,City_83,,37398,Spain,False
1084,1390,shipping,6687 Elm St,City_9,,42796,Sweden,True
1085,573,shipping,4729 Main St,City_22,,49416,Australia,True
1086,761,shipping,4665 Main St,City_20,,25324,Spain,True
1087,1459,shipping,3674 Elm St,City_46,,16591,Italy,False
1088,138,shipping,3804 Pine Rd,City_47,,15242,Australia,True
1089,1362,billing,1304 Oak Ave,City_42,,14774,France,True
1090,1170,shipping,3818 Maple Dr,City_97,,58974,Spain,True
1091,447,shipping,9261 Main St,City_58,,76551,Australia,True
1092,931,shipping,2021 Elm St,City_88,,73732,Australia,True
1093,473,billing,9795 Maple Dr,City_19,,64415,France,False
1094,1101,billing,9020 Main St,City_50,,96395,Sweden,True
1095,1080,shipping,9106 Main St,City_89,,47642,France,True
1096,494,shipping,4034 Oak Ave,City_56,,55098,Australia,False
1097,1443,billing,1616 Pine Rd,City_67,,63151,Spain,True
1098,669,shipping,2753 Pine Rd,City_13,,74982,Spain,True
1099,1011,shipping,8634 Elm St,City_94,,84408,France,True
1100,200,shipping,9026 Pine Rd,City_50,,56443,Australia,False
1101,1246,shipping,889 Oak Ave,City_3,,56066,Germany,False
1102,256,billing,7402 Maple Dr,City_41,,69919,Australia,False
1103,440,shipping,265 Maple Dr,City_17,,74781,United Kingdom,True
1104,1473,billing,1641 Elm St,City_90,,77111,Germany,False
1105,566,billing,7722 Maple Dr,City_26,,95133,Italy,False
1106,985,shipping,3533 Elm St,City_87,NJ,88131,United States,True
1107,961,shipping,9747 Maple Dr,City_49,,96961,United Kingdom,True
1108,334,shipping,489 Oak Ave,City_24,,16731,United Kingdom,True
1109,649,shipping,1988 Main St,City_41,,49626,Netherlands,True
1110,1212,billing,1944 Pine Rd,City_26,,64709,France,True
1111,1050,shipping,8748 Maple Dr,City_93,,39771,Italy,True
1112,502,shipping,7054 Oak Ave,City_1,,99841,Sweden,False
1113,364,billing,9418 Oak Ave,City_45,,38205,Spain,False
1114,210,shipping,2202 Pine Rd,City_91,,89590,Italy,True
1115,210,billing,1831 Main St,City_91,,46541,Italy,True
1116,575,shipping,9108 Pine Rd,City_65,,23788,Canada,False
1117,87,shipping,111 Main St,City_16,,63971,Netherlands,True
1118,916,shipping,4380 Main St,City_30,,39859,France,False
1119,37,shipping,6558 Oak Ave,City_87,,25122,Italy,True
1120,633,billing,333 Elm St,City_11,,90359,Canada,True
1121,933,shipping,8254 Maple Dr,City_75,,20474,Spain,True
1122,2,shipping,2410 Main St,City_4,,89759,Sweden,False
1123,323,billing,2779 Main St,City_90,,59251,Australia,True
1124,850,billing,4708 Main St,City_16,,79224,Canada,True
1125,457,shipping,6827 Elm St,City_80,,48226,Sweden,False
1126,164,shipping,300 Maple Dr,City_45,,90282,United Kingdom,True
1127,104,shipping,5409 Elm St,City_59,,79058,Spain,False
1128,622,shipping,3747 Pine Rd,City_54,,39113,Spain,True
1129,1045,shipping,3014 Maple Dr,City_41,,39125,Canada,False
1130,1324,shipping,3807 Maple Dr,City_22,,27588,Italy,False
1131,750,shipping,2535 Oak Ave,City_46,FL,37240,United States,True
1132,403,shipping,6578 Oak Ave,City_50,,46349,France,False
1133,198,shipping,2740 Elm St,City_61,,31800,Sweden,False
1134,1336,billing,1707 Maple Dr,City_56,,40597,Netherlands,True
1135,1223,shipping,2727 Elm St,City_67,,98340,Sweden,False
1136,489,billing,3264 Main St,City_36,,81325,United Kingdom,True
1137,509,shipping,4129 Main St,City_44,,40639,Spain,True
1138,687,shipping,662 Main St,City_36,,31646,United Kingdom,False
1139,1354,shipping,4707 Main St,City_100,,66557,Italy,False
1140,772,billing,6255 Elm St,City_70,,65374,France,True
1141,1083,shipping,2392 Elm St,City_76,,75437,Spain,False
1142,446,shipping,3598 Oak Ave,City_60,,85774,Canada,True
1143,1188,shipping,6283 Pine Rd,City_57,,53523,Canada,True
1144,578,shipping,4267 Maple Dr,City_35,,35711,Spain,True
1145,978,shipping,6031 Maple Dr,City_46,,10151,Italy,True
1146,414,shipping,4162 Main St,City_72,VA,41198,United States,True
1147,1175,shipping,8311 Oak Ave,City_17,,50547,Sweden,True
1148,1425,shipping,4925 Pine Rd,City_8,,60291,Spain,True
1149,55,shipping,729 Elm St,City_63,,65888,Spain,True
1150,1093,shipping,4701 Maple Dr,City_46,,45488,Australia,True
1151,302,shipping,6662 Pine Rd,City_7,,50802,Spain,True
1152,1154,shipping,5431 Elm St,City_20,,22323,United Kingdom,True
1153,320,shipping,3799 Main St,City_5,,11657,Spain,False
1154,309,shipping,3321 Pine Rd,City_90,,85775,Sweden,False
1155,1428,shipping,8788 Pine Rd,City_26,,48891,Sweden,True
1156,402,billing,677 Elm St,City_8,,50644,Germany,False
1157,493,billing,8439 Oak Ave,City_68,,81413,Germany,True
1158,117,billing,9512 Pine Rd,City_87,,45126,Australia,True
1159,335,shipping,1062 Main St,City_77,,53119,Australia,True
1160,638,billing,9455 Elm St,City_12,,72138,United Kingdom,True
1161,515,shipping,7082 Pine Rd,City_37,,89855,Australia,True
1162,1454,shipping,2505 Main St,City_98,,62794,Germany,True
1163,1250,billing,8576 Maple Dr,City_37,,32262,Australia,False
1164,1259,shipping,7974 Maple Dr,City_20,,69482,Spain,False
1165,542,shipping,4808 Maple Dr,City_94,,51909,Spain,False
1166,1064,billing,3076 Pine Rd,City_62,,72088,Australia,True
1167,1122,billing,3271 Main St,City_38,,51400,United Kingdom,True
1168,813,billing,6598 Main St,City_71,,57206,Italy,False
1169,237,shipping,4682 Maple Dr,City_49,,19010,Germany,True
1170,1037,shipping,1959 Main St,City_47,,14672,France,True
1171,1466,shipping,5053 Elm St,City_57,,57156,United Kingdom,True
1172,775,shipping,6083 Elm St,City_29,,40812,Canada,True
1173,277,shipping,8864 Pine Rd,City_90,,76979,Spain,False
1174,493,billing,2404 Main St,City_68,,99571,Germany,True
1175,67,billing,8496 Elm St,City_45,,94332,Italy,False
1176,80,shipping,8560 Maple Dr,City_59,,60383,Canada,False
1177,241,shipping,3844 Oak Ave,City_10,,96900,Sweden,False
1178,264,shipping,951 Maple Dr,City_62,,23661,Australia,False
1179,940,billing,5911 Elm St,City_90,,40069,Spain,True
1180,378,billing,3019 Oak Ave,City_28,,27684,Australia,True
1181,43,shipping,7430 Pine Rd,City_9,,47506,France,True
1182,368,shipping,8698 Maple Dr,City_45,,37008,Sweden,True
1183,219,billing,9413 Main St,City_59,,27831,France,True
1184,81,shipping,9050 Oak Ave,City_39,,95733,Sweden,False
1185,4,billing,617 Elm St,City_11,,20305,Spain,False
1186,146,shipping,5437 Elm St,City_65,,73412,United Kingdom,True
1187,702,shipping,7858 Oak Ave,City_82,,13033,United Kingdom,True
1188,393,billing,3441 Maple Dr,City_40,,48134,Spain,True
1189,329,shipping,7241 Main St,City_72,,45213,Australia,True
1190,788,shipping,9652 Main St,City_71,,91627,Spain,True
1191,1208,shipping,7250 Main St,City_64,,24751,Sweden,True
1192,1224,billing,7960 Pine Rd,City_73,,11459,Canada,False
1193,300,billing,1915 Elm St,City_46,,87373,France,True
1194,1165,billing,7829 Pine Rd,City_78,,41688,Italy,True
1195,1225,shipping,1808 Pine Rd,City_71,,92914,Italy,True
1196,307,shipping,6082 Main St,City_82,WA,58994,United States,False
1197,1242,shipping,8383 Elm St,City_82,,44174,Germany,False
1198,629,shipping,2275 Main St,City_88,,85383,Netherlands,True
1199,879,shipping,7788 Elm St,City_2,,42255,Italy,True
1200,765,shipping,9998 Main St,City_71,,81913,Netherlands,True
1201,469,billing,3654 Main St,City_15,,35522,Canada,True
1202,548,shipping,6064 Pine Rd,City_47,NC,53254,United States,True
1203,142,billing,3210 Maple Dr,City_18,,68863,France,True
1204,210,billing,5317 Elm St,City_91,,12075,Italy,True
1205,1026,shipping,4815 Oak Ave,City_59,,10293,Italy,False
1206,595,billing,5938 Maple Dr,City_11,,74462,Italy,False
1207,165,shipping,6793 Elm St,City_29,,16202,Netherlands,True
1208,391,billing,1418 Main St,City_67,,61007,Sweden,False
1209,1065,shipping,1634 Main St,City_84,,40487,Spain,False
1210,155,shipping,2225 Oak Ave,City_78,,37669,France,False
1211,1361,shipping,5814 Pine Rd,City_59,,39331,United Kingdom,True
1212,271,shipping,4251 Pine Rd,City_51,MD,37231,United States,False
1213,1368,billing,5489 Elm St,City_8,,14930,United Kingdom,False
1214,27,shipping,5110 Main St,City_7,,32569,Canada,True
1215,1371,shipping,8328 Oak Ave,City_57,,42885,Italy,True
1216,254,billing,3058 Oak Ave,City_92,IL,39737,United States,False
1217,1083,shipping,2345 Pine Rd,City_76,,80443,Spain,False
1218,745,shipping,7007 Main St,City_62,,88287,Sweden,False
1219,446,shipping,889 Elm St,City_60,,86333,Canada,True
1220,172,billing,67 Pine Rd,City_2,,22539,Sweden,True
1221,1250,shipping,7533 Main St,City_37,,92263,Australia,False
1222,1471,billing,8697 Main St,City_36,,64033,Australia,False
1223,135,billing,3278 Pine Rd,City_11,,85368,Canada,False
1224,1067,shipping,1033 Pine Rd,City_48,,94328,Canada,False
1225,529,shipping,2538 Main St,City_91,,90877,Italy,True
1226,463,shipping,6097 Oak Ave,City_49,,45674,Australia,True
1227,41,shipping,9890 Pine Rd,City_55,,11177,Netherlands,False
1228,348,shipping,2792 Maple Dr,City_73,,11908,Germany,True
1229,465,billing,4310 Maple Dr,City_12,,63609,France,True
1230,26,shipping,7322 Elm St,City_15,,87214,Canada,True
1231,1200,billing,3031 Pine Rd,City_4,CA,62805,United States,False
1232,622,shipping,4357 Maple Dr,City_54,,32336,Spain,False
1233,1446,billing,7102 Oak Ave,City_87,,79224,Netherlands,False
1234,1451,shipping,6745 Maple Dr,City_41,,11421,United Kingdom,True
1235,337,billing,6180 Maple Dr,City_28,,90340,Canada,True
1236,1309,shipping,5247 Pine Rd,City_42,,68466,France,True
1237,466,billing,2766 Pine Rd,City_100,,91016,Canada,True
1238,289,shipping,9214 Oak Ave,City_53,,80795,France,True
1239,882,shipping,3142 Oak Ave,City_67,MD,54208,United States,True
1240,948,billing,6152 Elm St,City_94,,87862,Canada,True
1241,408,shipping,2982 Elm St,City_46,WA,30607,United States,False
1242,336,billing,1843 Oak Ave,City_67,,66852,Germany,False
1243,1066,shipping,6457 Elm St,City_23,,12530,France,True
1244,451,shipping,6592 Oak Ave,City_64,,19712,Italy,True
1245,445,billing,1920 Oak Ave,City_67,,46052,France,False
1246,768,shipping,163 Oak Ave,City_82,,50907,United Kingdom,False
1247,301,shipping,7865 Elm St,City_75,,10529,Sweden,False
1248,739,shipping,1871 Oak Ave,City_99,,75532,Spain,True
1249,147,billing,3549 Maple Dr,City_6,,59636,United Kingdom,True
1250,1392,shipping,502 Pine Rd,City_88,,29849,Germany,True
1251,438,shipping,6944 Elm St,City_18,,48943,Netherlands,True
1252,591,shipping,3090 Pine Rd,City_24,,87798,Australia,False
1253,524,shipping,1245 Oak Ave,City_99,,26967,Italy,True
1254,1045,shipping,5315 Oak Ave,City_41,,96249,Canada,True
1255,778,billing,1995 Maple Dr,City_42,,71743,Germany,False
1256,1313,shipping,5681 Main St,City_70,,91383,Canada,True
1257,459,shipping,2402 Main St,City_2,,63302,France,False
1258,1460,billing,3638 Oak Ave,City_70,,33700,Canada,True
1259,1307,billing,8529 Pine Rd,City_68,,93199,Italy,True
1260,1399,shipping,4827 Maple Dr,City_74,,36085,Netherlands,True
1261,335,shipping,1311 Elm St,City_77,,28357,Australia,False
1262,1079,billing,2385 Pine Rd,City_100,,94742,France,False
1263,644,shipping,4527 Pine Rd,City_93,,13369,Italy,True
1264,1079,shipping,3223 Oak Ave,City_100,,27825,France,True
1265,1236,shipping,336 Oak Ave,City_62,,86844,Canada,False
1266,117,billing,9220 Main St,City_87,,63839,Australia,False
1267,473,shipping,620 Elm St,City_19,,43815,France,False
1268,425,billing,8388 Pine Rd,City_42,,53472,Germany,False
1269,1200,shipping,9534 Maple Dr,City_4,CA,65610,United States,True
1270,758,shipping,1844 Maple Dr,City_5,,99476,France,True
1271,715,shipping,4010 Main St,City_83,,90461,Australia,True
1272,1100,shipping,4853 Elm St,City_2,,36230,Germany,False
1273,1200,shipping,7763 Oak Ave,City_4,CA,24326,United States,True
1274,1404,shipping,3866 Elm St,City_52,,70216,Australia,True
1275,1494,shipping,9750 Pine Rd,City_46,,93513,Italy,True
1276,472,billing,5163 Oak Ave,City_11,,35329,Netherlands,False
1277,1032,shipping,4060 Oak Ave,City_48,GA,52915,United States,False
1278,554,shipping,8622 Pine Rd,City_97,,49842,Italy,True
1279,403,billing,329 Oak Ave,City_50,,52458,France,False
1280,1314,shipping,1466 Oak Ave,City_75,,72041,Netherlands,False
1281,1282,shipping,6450 Elm St,City_62,,42914,United Kingdom,False
1282,262,shipping,6663 Elm St,City_46,,81693,Germany,False
1283,688,shipping,9791 Oak Ave,City_33,,62200,Australia,False
1284,731,shipping,5178 Main St,City_9,,29324,Canada,True
1285,855,billing,1562 Main St,City_76,,79134,Canada,False
1286,746,shipping,6479 Oak Ave,City_90,,75116,France,True
1287,1277,shipping,5251 Pine Rd,City_99,,50345,Canada,True
1288,840,billing,1703 Pine Rd,City_83,,45770,Spain,False
1289,1039,billing,2883 Oak Ave,City_17,,80529,United Kingdom,True
1290,347,billing,5162 Main St,City_17,,89671,Australia,True
1291,683,shipping,9094 Oak Ave,City_48,,30371,Netherlands,False
1292,474,billing,1054 Pine Rd,City_22,,14417,Italy,True
1293,402,shipping,1788 Main St,City_8,,85643,Germany,True
1294,1064,shipping,4960 Pine Rd,City_62,,32369,Australia,False
1295,1151,shipping,4998 Pine Rd,City_50,,76064,Spain,False
1296,1170,billing,8648 Main St,City_97,,14498,Spain,False
1297,278,shipping,3711 Pine Rd,City_12,AZ,56730,United States,True
1298,1243,shipping,2347 Elm St,City_71,,34954,Spain,True
1299,534,shipping,5218 Elm St,City_37,,58752,Netherlands,False
1300,295,shipping,8096 Elm St,City_80,,83034,Netherlands,True
1301,171,billing,5182 Maple Dr,City_42,,43200,Italy,True
1302,425,shipping,2442 Main St,City_42,,58566,Germany,True
1303,554,shipping,6283 Main St,City_97,,12938,Italy,False
1304,1224,shipping,4944 Maple Dr,City_73,,67194,Canada,True
1305,729,billing,7095 Main St,City_91,,86558,Germany,True
1306,1247,shipping,7635 Elm St,City_19,GA,42461,United States,True
1307,1273,shipping,5920 Elm St,City_79,,91634,Sweden,False
1308,1300,billing,1699 Maple Dr,City_27,,34830,Australia,False
1309,314,billing,7285 Main St,City_15,,22005,Germany,True
1310,932,billing,3324 Pine Rd,City_48,,33454,Germany,True
1311,93,shipping,3721 Maple Dr,City_1,,62139,Sweden,True
1312,970,billing,1334 Maple Dr,City_54,,72433,Netherlands,False
1313,657,shipping,7651 Pine Rd,City_77,,89472,Italy,False
1314,988,billing,7440 Oak Ave,City_11,,72680,Italy,True
1315,775,shipping,1275 Pine Rd,City_29,,78175,Canada,False
1316,1431,shipping,381 Elm St,City_26,,19489,France,False
1317,752,billing,9369 Pine Rd,City_48,,72387,Italy,False
1318,1439,billing,9075 Pine Rd,City_3,FL,49249,United States,False
1319,1218,shipping,9591 Pine Rd,City_36,,55302,Spain,True
1320,448,shipping,1389 Main St,City_12,,34211,United Kingdom,False
1321,842,billing,4912 Elm St,City_25,,33731,Spain,False
1322,1177,shipping,803 Elm St,City_8,IN,85153,United States,True
1323,330,shipping,101 Elm St,City_14,,44831,Netherlands,True
